,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
103,CHEMBL32486,C[C@@H](NC(=O)N1C(=O)CC1Sc1ccccc1)c1ccccc1,intermediate,326.42100000000005,3.8079000000000027,1.0,3.0,5.721246399047171
104,CHEMBL263736,CC(C)C[C@@H](COC1CC(=O)N1C(=O)NCc1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,intermediate,532.6820000000002,3.9415000000000022,3.0,6.0,5.886056647693163
105,CHEMBL285920,CC(C)C[C@@H](COC1CC(=O)N1C(=O)N[C@H](C)c1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,intermediate,546.7090000000002,4.502500000000003,3.0,6.0,5.853871964321762
106,CHEMBL287467,C[C@@H](NC(=O)N1C(=O)CC1SCc1ccccn1)c1ccccc1,intermediate,341.43600000000004,3.344000000000002,1.0,4.0,5.6020599913279625
107,CHEMBL433040,C[C@@H](NC(=O)N1C(=O)CC1SCC(=O)c1ccccc1)c1ccccc1,active,368.458,3.631700000000003,1.0,4.0,6.0
108,CHEMBL36353,O=C1CC(SCc2ccccn2)N1C(=O)N[C@H](CO)c1ccccc1,intermediate,357.4350000000001,2.3164,2.0,5.0,5.443697499232712
109,CHEMBL36010,O=C1CC(SCc2ccccn2)N1C(=O)NCCOCc1ccccc1,intermediate,371.46200000000016,2.7996000000000008,1.0,5.0,5.1938200260161125
110,CHEMBL32936,CC(C)C[C@@H](COC1CC(=O)N1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,inactive,399.53200000000027,2.3193,3.0,5.0,3.5228787452803374
111,CHEMBL35762,CC(C)C[C@@H](CSC1CC(=O)N1C(=O)NCc1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,active,548.7500000000001,4.658100000000003,3.0,6.0,6.3979400086720375
112,CHEMBL35353,CC[C@H](NC(=O)N1C(=O)CC1SC[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)c1ccccc1,active,574.8320000000003,5.636900000000004,3.0,5.0,7.154901959985743
113,CHEMBL32918,C[C@@H](NC(=O)N1C(=O)CC1SCc1ccccc1)c1ccccc1,intermediate,340.44800000000004,3.9490000000000034,1.0,3.0,5.619788758288394
114,CHEMBL32166,CC(C)C[C@@H](COC1CC(=O)N1C(=O)N[C@@H](C)c1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,active,546.7090000000002,4.502500000000003,3.0,6.0,6.522878745280337
115,CHEMBL32171,C[C@@H](NC(=O)N1C(=O)CC1SCc1cccnc1)c1ccccc1,intermediate,341.43600000000004,3.344000000000002,1.0,4.0,5.698970004336019
116,CHEMBL335147,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3cccs3)oc(=O)c12,active,374.4430000000001,3.2357200000000024,1.0,7.0,7.5376020021010435
117,CHEMBL433457,COc1ccc2nc(/C=C/c3cccc4cc(NS(=O)(=O)C(F)(F)F)ccc34)ccc2c1,active,458.4610000000001,5.828500000000004,1.0,4.0,8.468521082957745
118,CHEMBL57560,O=C(O)c1ccc(CNc2ccc3c(COc4ccccc4)cccc3c2)cc1,active,383.44700000000006,5.729100000000003,2.0,3.0,8.318758762624412
119,CHEMBL265046,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3cccc([N+](=O)[O-])c3)oc(=O)c12,active,413.4110000000002,3.0824200000000017,1.0,8.0,7.508638306165727
120,CHEMBL57561,O=C(O)c1ccc2c(/C=C/c3ccc4ccccc4n3)cccc2c1,active,325.367,5.256600000000003,1.0,2.0,7.301029995663981
121,CHEMBL52599,O=C(O)c1ccc(C(=O)Nc2ccc3c(COc4cccc(C(F)(F)F)c4)cccc3c2)cc1,active,465.427,6.388100000000004,2.0,3.0,7.818156412055227
122,CHEMBL343974,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)Nc3ccccc3)oc(=O)c12,intermediate,383.42900000000014,2.9300200000000007,2.0,6.0,5.638272163982407
123,CHEMBL440297,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4ccccc4n3)cccc2c1)C(F)(F)F,active,428.43500000000006,5.819900000000003,1.0,3.0,8.022276394711152
124,CHEMBL299063,O=S(=O)(Nc1ccc2c(/C=C/c3cccc(C(F)(F)F)c3)cccc2c1)C(F)(F)F,active,445.384,6.290500000000003,1.0,2.0,8.187086643357144
125,CHEMBL56642,O=S(=O)(Nc1ccc2c(/C=C/c3cc(Cl)c4ccccc4n3)cccc2c1)C(F)(F)F,active,462.88000000000005,6.4733000000000045,1.0,3.0,7.978810700930062
126,CHEMBL293782,Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc3c(/C=C/c4ccc5ccc(Cl)cc5n4)cccc3c2)cc1,active,528.0330000000002,7.030620000000005,2.0,4.0,8.080921907623926
127,CHEMBL57617,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1)C(F)(F)F,active,462.88000000000005,6.473300000000004,1.0,3.0,7.82102305270683
128,CHEMBL138045,Cc1csc2nc([C@H](C)NC(=O)CCC(=O)c3cccs3)oc(=O)c12,inactive,376.45900000000006,3.4597200000000026,1.0,7.0,4.721246399047171
129,CHEMBL59436,COc1cccc(/C=C/c2cccc3cc(NS(=O)(=O)C(F)(F)F)ccc23)c1,active,407.41300000000007,5.280300000000003,1.0,3.0,8.18045606445813
130,CHEMBL56361,O=C(O)c1ccc(CNc2ccc3c(/C=C/c4cccc(C(F)(F)F)c4)cccc3c2)cc1,active,447.4560000000001,7.339300000000004,2.0,2.0,8.161150909262744
131,CHEMBL56741,O=C(O)c1ccc(C(=O)Nc2ccc3c(COc4ccc(Br)cc4)cccc3c2)cc1,active,476.326,6.131800000000005,2.0,3.0,7.671620396561262
132,CHEMBL141311,CCOc1ccc(C(=O)/C=C/C(=O)N[C@@H](C)c2nc3scc(C)c3c(=O)o2)cc1,active,412.46700000000016,3.5729200000000025,1.0,7.0,6.585026652029182
133,CHEMBL345042,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3ccccc3[N+](=O)[O-])oc(=O)c12,active,413.4110000000002,3.0824200000000017,1.0,8.0,7.853871964321762
134,CHEMBL59252,O=C(Nc1ccc2c(/C=C/c3ccc4cc(Cl)ccc4n3)cccc2c1)Oc1ccccc1,active,450.9250000000001,7.822700000000005,1.0,3.0,7.301029995663981
135,CHEMBL141684,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3cccc(C#N)c3)oc(=O)c12,active,393.42400000000015,3.0459000000000014,1.0,7.0,7.3872161432802645
136,CHEMBL442168,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4cccc(Cl)c4n3)cccc2c1)C(F)(F)F,active,462.88000000000005,6.473300000000004,1.0,3.0,8.494850021680094
137,CHEMBL55962,O=C(Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1)c1ccccc1,active,434.9260000000001,7.4641000000000055,1.0,2.0,7.301029995663981
138,CHEMBL57565,O=C(O)c1ccc(C(=O)Nc2ccc3c(OCc4cccc(Br)c4)cccc3c2)cc1,active,476.326,6.131800000000004,2.0,3.0,8.214670164989233
139,CHEMBL137847,CC(=O)/C=C/C(=O)N[C@@H](C)c1nc2scc(C)c2c(=O)o1,active,306.3430000000001,1.88032,1.0,6.0,6.431798275933005
140,CHEMBL292678,Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1,active,330.81800000000004,5.794000000000003,1.0,2.0,7.301029995663981
141,CHEMBL56849,O=C(O)c1ccc(CNc2ccc3c(/C=C/c4ccc5ccc(Cl)cc5n4)cccc3c2)cc1,active,464.95200000000017,7.522100000000005,2.0,3.0,8.568636235841012
142,CHEMBL57465,O=C(O)c1ccc(C(=O)Nc2ccc3c(OCc4cccc(C(F)(F)F)c4)cccc3c2)cc1,active,465.427,6.388100000000004,2.0,3.0,8.130768280269024
143,CHEMBL293998,Cc1ccc2nc(/C=C/c3cccc4cc(NS(=O)(=O)C(F)(F)F)ccc34)ccc2c1,active,442.46200000000016,6.128320000000004,1.0,3.0,8.200659450546418
144,CHEMBL54930,O=C(Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1)NS(=O)(=O)c1ccc(Cl)cc1,active,548.4510000000001,7.375600000000004,2.0,4.0,8.327902142064282
145,CHEMBL56307,O=C(O)c1ccc(C(=O)Nc2ccc3c(/C=C/c4cccc(C(F)(F)F)c4)cccc3c2)cc1,active,461.4390000000001,6.979500000000004,2.0,2.0,8.161150909262744
146,CHEMBL299043,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4cc(Cl)ccc4n3)cccc2c1)C(F)(F)F,active,462.88000000000005,6.473300000000004,1.0,3.0,8.494850021680094
147,CHEMBL56701,CC(=O)Nc1ccc2c(/C=C/c3ccc4cc(Cl)ccc4n3)cccc2c1,active,372.8550000000001,6.170200000000004,1.0,2.0,7.366531544420414
148,CHEMBL293304,O=C(O)c1ccc(C(=O)Nc2ccc3c(/C=C/c4ccc5ccc(Cl)cc5n4)cccc3c2)cc1,active,478.9350000000001,7.162300000000005,2.0,3.0,7.7594507517174005
149,CHEMBL139405,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3ccc(Cl)cc3)oc(=O)c12,active,402.85900000000015,3.8276200000000022,1.0,6.0,7.221848749616356
150,CHEMBL344631,Cc1csc2nc([C@H](C)NC(=O)CCC(=O)c3ccccc3)oc(=O)c12,inactive,370.43000000000006,3.398220000000002,1.0,6.0,4.6777807052660805
151,CHEMBL56153,O=S(=O)(Nc1ccc2c(/C=C/c3ccccc3)cccc2c1)C(F)(F)F,active,377.38700000000006,5.271700000000002,1.0,2.0,8.1249387366083
152,CHEMBL56633,O=S(=O)(Nc1ccc2c(/C=C/c3ccc(Cl)cc3)cccc2c1)C(F)(F)F,active,411.83200000000005,5.925100000000003,1.0,2.0,8.366531544420413
153,CHEMBL440672,O=C(Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1)NS(=O)(=O)c1ccccc1,active,514.0060000000002,6.722200000000004,2.0,4.0,8.173925197299173
154,CHEMBL140485,COc1cccc(C(=O)/C=C/C(=O)N[C@@H](C)c2nc3scc(C)c3c(=O)o2)c1,active,398.44000000000017,3.182820000000002,1.0,7.0,7.5376020021010435
155,CHEMBL293262,O=C(O)c1ccc(CNc2ccc3c(COc4ccc(Br)cc4)cccc3c2)cc1,active,462.3430000000001,6.4916000000000045,2.0,3.0,8.55284196865778
156,CHEMBL56901,CS(=O)(=O)Nc1ccc2c(/C=C/c3ccc4cc(Cl)ccc4n3)cccc2c1,active,408.91000000000014,5.583300000000004,1.0,3.0,7.301029995663981
157,CHEMBL141812,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3ccccc3)oc(=O)c12,active,368.4140000000001,3.174220000000001,1.0,6.0,7.522878745280337
158,CHEMBL57169,O=C(O)c1ccc(C(=O)Nc2ccc3c(COc4cccc(Cl)c4)cccc3c2)cc1,active,431.87500000000006,6.022700000000004,2.0,3.0,7.815308569182402
159,CHEMBL56210,O=C(O)c1ccc(CNc2ccc3c(COc4cccc(Cl)c4)cccc3c2)cc1,active,417.8920000000001,6.382500000000004,2.0,3.0,8.508638306165727
160,CHEMBL299278,CN(C)c1ccc2nc(/C=C/c3cccc4cc(NS(=O)(=O)C(F)(F)F)ccc34)ccc2c1,active,471.50400000000013,5.885900000000004,1.0,4.0,8.431798275933005
161,CHEMBL299924,O=S(=O)(Nc1ccc2c(/C=C/c3ccccn3)cccc2c1)C(F)(F)F,active,378.37500000000006,4.666700000000001,1.0,3.0,7.180456064458132
162,CHEMBL56516,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4ccccc4c3)cccc2c1)C(F)(F)F,active,427.44700000000006,6.424900000000004,1.0,2.0,7.823908740944319
163,CHEMBL56020,CN(c1ccc2c(/C=C/c3ccc4cc(Cl)ccc4n3)cccc2c1)S(=O)(=O)C(F)(F)F,active,476.9070000000001,6.497600000000005,0.0,3.0,7.301029995663981
164,CHEMBL55390,O=C(O)c1ccc(C(=O)Nc2ccc3c(OCc4cccc(Cl)c4)cccc3c2)cc1,active,431.87500000000006,6.022700000000004,2.0,3.0,8.292429823902063
165,CHEMBL136258,CC(C)Oc1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2CC2)cc1,active,482.58100000000024,2.8545000000000007,1.0,5.0,6.7447274948966935
166,CHEMBL299435,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3cccc4c(N(C)C)cccc34)[C@H]12,active,538.6700000000002,2.4433000000000007,0.0,6.0,6.468521082957745
167,CHEMBL344365,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)Nc3cccc(C(F)(F)F)c3)[C@H]12,active,492.4980000000001,3.086100000000001,1.0,4.0,6.229147988357855
168,CHEMBL344166,COc1ccc(C)c2sc(N3C(=O)[C@@H](C)[C@@H]4[C@@H]3CCN4C(=O)[C@@H]3CCCN3C(=O)Nc3ccc(C(C)C)cc3)nc12,intermediate,575.7350000000004,5.385420000000005,1.0,6.0,5.958607314841775
169,CHEMBL342631,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2nccs2)cc1,intermediate,481.6220000000002,3.915200000000003,1.0,5.0,5.823908740944319
170,CHEMBL341422,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3ccc(Cl)cc3)[C@H]12,active,479.9860000000001,1.8774999999999995,0.0,5.0,6.075720713938118
171,CHEMBL423909,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)Nc3ccc(-c4ccc(Cl)cc4)cc3)[C@H]12,active,535.0440000000002,4.387700000000003,1.0,4.0,6.585026652029182
172,CHEMBL139958,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3cccc4cc(N(C)C)ccc34)[C@H]12,intermediate,538.6700000000002,2.4433,0.0,6.0,5.958607314841775
173,CHEMBL342043,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3ccc4ccccc4c3)[C@H]12,active,495.60100000000017,2.3773,0.0,5.0,6.721246399047171
174,CHEMBL141639,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2[C@@H](C)[C@H]2C)cc1,intermediate,494.63600000000025,3.6827000000000023,1.0,4.0,5.7447274948966935
175,CHEMBL341768,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)c3ccc(-c4ccccc4)cc3)[C@H]12,active,485.5840000000002,3.342600000000002,0.0,4.0,6.522878745280337
176,CHEMBL138413,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)Nc3cccc(Cl)c3)[C@H]12,active,458.94600000000014,2.720700000000001,1.0,4.0,6.187086643357144
177,CHEMBL138431,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2ccc([N+](=O)[O-])cc2)cc1,intermediate,519.6020000000003,4.366900000000004,1.0,5.0,5.060480747381382
178,CHEMBL344424,COc1ccc2nc(N3C(=O)[C@@H](C)[C@@H]4[C@@H]3CCN4C(=O)[C@@H]3CCCN3C(=O)Nc3ccc(C(C)C)cc3)sc2n1,active,562.6960000000003,4.472000000000004,1.0,7.0,6.060480747381382
179,CHEMBL436413,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3cccc4ccccc34)[C@H]12,active,495.60100000000017,2.3773,0.0,5.0,6.431798275933005
180,CHEMBL139395,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)Nc3cccc4ccccc34)[C@H]12,active,474.56100000000015,3.2205000000000013,1.0,4.0,6.187086643357144
181,CHEMBL140884,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2nc3c(Cl)cccc3s2)cc1,active,566.1270000000002,5.721800000000005,1.0,5.0,6.5376020021010435
182,CHEMBL341583,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2nc3cccnc3s2)cc1,active,532.6700000000003,4.4634000000000045,1.0,6.0,6.5376020021010435
183,CHEMBL479921,CCCOc1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2CC2)cc1,active,482.58100000000024,2.8561000000000005,1.0,5.0,6.6777807052660805
184,CHEMBL138876,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)c3ccc(Cl)cc3)[C@H]12,intermediate,443.93100000000015,2.3289999999999997,0.0,4.0,5.853871964321762
185,CHEMBL343154,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2nc3ccc(CO)cc3s2)cc1,inactive,561.7080000000003,4.560700000000005,2.0,6.0,4.698970004336019
186,CHEMBL138762,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2nc3cc(S(=O)(=O)C(F)F)ccc3s2)cc1,active,645.7540000000004,5.064700000000005,1.0,7.0,6.6777807052660805
187,CHEMBL345088,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)Cc3ccccc3)[C@H]12,intermediate,459.56800000000015,1.3651999999999997,0.0,5.0,5.6777807052660805
188,CHEMBL344256,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)Nc3ccccc3)[C@H]12,intermediate,424.5010000000001,2.0672999999999995,1.0,4.0,5.853871964321762
189,CHEMBL138754,CC(C)c1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2CC2)cc1,active,487.62200000000024,2.3475,0.0,5.0,6.337242168318426
190,CHEMBL301715,CC(C)Oc1cccc(S(=O)(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2CC2)c1,inactive,503.6210000000003,2.0112999999999994,0.0,6.0,4.187086643357144
191,CHEMBL336909,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2C(C)(C)C2(C)C)cc1,inactive,522.6900000000004,4.462900000000004,1.0,4.0,4.698970004336019
192,CHEMBL422106,COc1cccc2sc(N3C(=O)[C@@H](C)[C@@H]4[C@@H]3CCN4C(=O)[C@@H]3CCCN3C(=O)Nc3ccc(C(C)C)cc3)nc12,active,561.7080000000003,5.077000000000004,1.0,6.0,6.619788758288394
193,CHEMBL336230,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2nc3cc(Cl)ccc3s2)cc1,active,566.1270000000002,5.721800000000006,1.0,5.0,6.337242168318426
194,CHEMBL344199,COc1ccc2sc(N3C(=O)[C@@H](C)[C@@H]4[C@@H]3CCN4C(=O)[C@@H]3CCCN3C(=O)Nc3ccc(C(C)C)cc3)nc2c1,active,561.7080000000003,5.077000000000004,1.0,6.0,6.638272163982407
195,CHEMBL342014,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)Nc3ccc(Cl)cc3)[C@H]12,active,458.94600000000014,2.720700000000001,1.0,4.0,6.585026652029182
196,CHEMBL342871,CCOC(=O)c1ccc2nc(N3C(=O)[C@@H](C)[C@@H]4[C@@H]3CCN4C(=O)[C@@H]3CCCN3C(=O)Nc3ccc(C(C)C)cc3)sc2c1,active,603.7450000000003,5.245100000000005,1.0,7.0,6.455931955649724
197,CHEMBL138346,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)Nc3ccc(C(F)(F)F)cc3)[C@H]12,active,492.4980000000001,3.086100000000001,1.0,4.0,6.638272163982407
198,CHEMBL139154,COc1ccc2nc(N3C(=O)[C@@H](C)[C@@H]4[C@@H]3CCN4C(=O)[C@@H]3CCCN3C(=O)Nc3ccc(C(C)C)cc3)sc2c1,active,561.7080000000003,5.077000000000004,1.0,6.0,6.657577319177793
199,CHEMBL343989,CCCOc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2CC2)cc1,active,503.62100000000027,2.0128999999999992,0.0,6.0,6.638272163982407
200,CHEMBL344039,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2CC2)cc1,active,466.5820000000003,3.1907000000000014,1.0,4.0,6.698970004336019
201,CHEMBL337146,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3ccccc3)[C@H]12,intermediate,445.5410000000001,1.2240999999999997,0.0,5.0,5.7447274948966935
202,CHEMBL337312,CC(C)c1ccc(C(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2CC2)cc1,active,451.5670000000002,2.7990000000000013,0.0,4.0,6.4089353929735005
203,CHEMBL134973,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2nc3ccc(OC(F)(F)F)cc3s2)cc1,active,615.6780000000003,5.967000000000006,1.0,6.0,6.337242168318426
204,CHEMBL138211,CCCOc1ccc(C(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2CC2)cc1,active,467.56600000000026,2.4643999999999995,0.0,5.0,6.267606240177032
205,CHEMBL343130,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3ccc(-c4ccc(Cl)cc4)cc3)[C@H]12,active,556.0840000000002,3.544500000000002,0.0,5.0,6.075720713938118
206,CHEMBL336034,Cc1c(C(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2CC2)sc2ccc(Cl)cc12,active,514.0470000000003,3.852120000000003,0.0,5.0,6.721246399047171
207,CHEMBL343116,CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2nc3ccc([N+](=O)[O-])cc3s2)cc1,active,576.6790000000003,4.976600000000005,1.0,7.0,6.4089353929735005
208,CHEMBL138427,CC(C)Oc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2CC2)cc1,active,503.62100000000027,2.0112999999999994,0.0,6.0,6.3979400086720375
